Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source
Other,335000,728.0,3.0,1.0,Low-Cost House,Kaggle
Kulai,430000,1540.0,4.0,3.0,Terrace House,Kaggle
Iskandar Puteri,1450000,1540.0,5.0,5.0,Terrace House,Kaggle
Other,850000,990.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,438000,1108.0,4.0,2.0,Condominium,Kaggle
Other,360000,740.0,3.0,2.0,Condominium,Kaggle
Other,1380000,3467.0,6.0,6.0,Terrace House,Kaggle
Other,1150000,2100.0,5.0,3.0,Terrace House,Kaggle
Other,1650000,3461.0,4.0,3.0,Terrace House,Kaggle
Other,898000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,1290000,3931.0,7.0,6.0,Terrace House,Kaggle
Other,2700000,4648.0,6.0,6.0,Bungalow / Detached House,Kaggle
Other,408000,1001.0,3.0,2.0,Condominium,Kaggle
Other,408000,1001.0,3.0,2.0,Condominium,Kaggle
Other,780000,802.0,2.0,2.0,Condominium,Kaggle
Other,408000,867.0,2.0,2.0,Condominium,Kaggle
Other,1170000,2475.0,5.0,3.0,Cluster House,Kaggle
Other,2250000,3250.0,5.0,6.0,Condominium,Kaggle
Skudai,660000,790.0,2.0,2.0,Condominium,Kaggle
Other,850000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,520000,1175.0,3.0,3.0,Condominium,Kaggle
Other,2000000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,2200000,1540.0,5.0,6.0,Link Bungalow / Semi-Detached,Kaggle
Other,958000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,1400000,924.0,2.0,2.0,Condominium,Kaggle
Kulai,550000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1280000,1540.0,6.0,6.0,Terrace House,Kaggle
Johor Bahru,325000,970.0,3.0,2.0,Condominium,Kaggle
Other,238000,815.0,3.0,2.0,Condominium,Kaggle
Other,380000,1216.0,4.0,3.0,Condominium,Kaggle
Other,2000000,3780.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Mount Austin,1580000,3100.0,5.0,4.0,Cluster House,Kaggle
Johor Bahru,938000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Mount Austin,1600000,1540.0,5.0,4.0,Cluster House,Kaggle
Other,545000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,418000,1400.0,3.0,2.0,Terrace House,Kaggle
Other,320000,958.0,3.0,2.0,Condominium,Kaggle
Other,1950000,2269.0,5.0,4.0,Cluster House,Kaggle
Other,2000000,6000.0,7.0,6.0,Bungalow / Detached House,Kaggle
Bukit Indah,778000,1540.0,3.0,3.0,Terrace House,Kaggle
Johor Jaya,660000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,338000,668.0,2.0,2.0,Condominium,Kaggle
Other,450000,705.0,3.0,1.0,Condominium,Kaggle
Other,450000,1800.0,5.0,3.0,Condominium,Kaggle
Bukit Indah,1700000,3500.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,1100000,2189.0,5.0,4.0,Terrace House,Kaggle
Other,1687800,3088.0,6.0,6.0,Link Bungalow / Semi-Detached,Kaggle
Permas Jaya,1300000,2210.0,4.0,4.0,Cluster House,Kaggle
Other,1790000,3360.0,3.0,5.0,Cluster House,Kaggle
Bukit Indah,850000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,1100000,1497.0,3.0,3.0,Condominium,Kaggle
Other,1300000,3500.0,8.0,4.0,Bungalow / Detached House,Kaggle
Other,425000,1585.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,420000,1092.0,3.0,2.0,Condominium,Kaggle
Other,920000,2200.0,4.0,3.0,Terrace House,Kaggle
Kulai,428000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,590000,1952.0,5.0,3.0,Terrace House,Kaggle
Other,1680000,3175.0,5.0,3.0,Cluster House,Kaggle
Other,769000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,480000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,765000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,675000,1400.0,4.0,3.0,Terrace House,Kaggle
Other,350000,1044.0,3.0,2.0,Low-Cost House,Kaggle
Johor Bahru,1700000,3840.0,7.0,6.0,Link Bungalow / Semi-Detached,Kaggle
Permas Jaya,368000,876.0,2.0,2.0,Condominium,Kaggle
Taman Molek,808000,3200.0,6.0,2.0,Terrace House,Kaggle
Johor Jaya,340000,732.0,2.0,1.0,Low-Cost House,Kaggle
Johor Jaya,400000,1184.0,4.0,2.0,Terrace House,Kaggle
Bukit Indah,550000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,600000,557.0,1.0,1.0,Condominium,Kaggle
Other,455000,1650.0,4.0,3.0,Terrace House,Kaggle
Mount Austin,780000,1400.0,4.0,3.0,Terrace House,Kaggle
Other,950000,3200.0,4.0,4.0,Bungalow / Detached House,Kaggle
Other,610000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,530000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,398000,969.0,3.0,2.0,Condominium,Kaggle
Other,1050000,924.0,2.0,2.0,Condominium,Kaggle
Other,640000,474.0,1.0,1.0,Condominium,Kaggle
Other,310000,685.0,1.0,1.0,Condominium,Kaggle
Other,850000,1540.0,4.0,4.0,Terrace House,Kaggle
Johor Bahru,980000,1650.0,5.0,4.0,Terrace House,Kaggle
Other,580000,1566.0,4.0,2.0,Bungalow / Detached House,Kaggle
Johor Bahru,480000,1035.0,3.0,2.0,Condominium,Kaggle
Other,700000,1540.0,4.0,3.0,Cluster House,Kaggle
Johor Bahru,530000,1175.0,3.0,3.0,Condominium,Kaggle
Permas Jaya,890000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1500000,4004.0,3.0,2.0,Link Bungalow / Semi-Detached,Kaggle
Other,590000,1216.0,3.0,3.0,Condominium,Kaggle
Other,1050000,891.0,3.0,2.0,Condominium,Kaggle
Other,367000,1100.0,3.0,2.0,Low-Cost House,Kaggle
Kulai,338000,775.0,3.0,2.0,Low-Cost House,Kaggle
Other,358000,810.0,2.0,2.0,Condominium,Kaggle
Other,390000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,700000,1475.0,3.0,2.0,Terrace House,Kaggle
Johor Bahru,699000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,430000,1097.0,3.0,2.0,Condominium,Kaggle
Other,1450000,1540.0,5.0,5.0,Cluster House,Kaggle
Bukit Indah,1400000,2210.0,5.0,5.0,Bungalow / Detached House,Kaggle
Bukit Indah,685000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,898000,1760.0,4.0,3.0,Terrace House,Kaggle
Other,2000000,4505.0,5.0,5.0,Bungalow / Detached House,Kaggle
Other,720000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,218000,753.0,3.0,2.0,Flat,Kaggle
Johor Jaya,530000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,338000,900.0,3.0,2.0,Condominium,Kaggle
Other,885000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1480000,1540.0,6.0,6.0,Cluster House,Kaggle
Other,1200000,1540.0,6.0,4.0,Link Bungalow / Semi-Detached,Kaggle
Other,498000,1540.0,4.0,3.0,Town House,Kaggle
Skudai,700000,1540.0,4.0,3.0,Terrace House,Kaggle
Bukit Indah,480000,1045.0,3.0,2.0,Condominium,Kaggle
Other,580000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,348000,756.0,2.0,1.0,Condominium,Kaggle
Other,1750000,2800.0,6.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Johor Bahru,525000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,898000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,488000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,578000,1620.0,4.0,3.0,Terrace House,Kaggle
Other,700000,3070.0,5.0,4.0,Terrace House,Kaggle
Johor Bahru,638000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,1450000,4000.0,5.0,5.0,Cluster House,Kaggle
Johor Bahru,1850000,1540.0,4.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Kulai,878000,1540.0,5.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Other,628000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,838000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,458000,1050.0,3.0,2.0,Condominium,Kaggle
Kulai,788000,1706.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle
Other,588000,1540.0,3.0,2.0,Terrace House,Kaggle
Mount Austin,1000000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,780000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,488000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,1600000,2223.0,6.0,4.0,Bungalow / Detached House,Kaggle
Other,608000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,660000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,395000,973.0,3.0,2.0,Condominium,Kaggle
Other,680000,1530.0,4.0,2.0,Condominium,Kaggle
Johor Bahru,705000,900.0,2.0,1.0,Condominium,Kaggle
Johor Bahru,705000,900.0,2.0,1.0,Condominium,Kaggle
Other,665000,1200.0,3.0,2.0,Condominium,Kaggle
Other,2800000,4200.0,6.0,4.0,Bungalow / Detached House,Kaggle
Other,688000,1540.0,5.0,4.0,Cluster House,Kaggle
Other,630000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,328000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,2380000,1540.0,9.0,7.0,Bungalow / Detached House,Kaggle
Other,510000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,500000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,650000,2200.0,4.0,3.0,Terrace House,Kaggle
Other,545000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,340000,1540.0,2.0,2.0,Low-Cost House,Kaggle
Other,2000000,1540.0,6.0,7.0,Link Bungalow / Semi-Detached,Kaggle
Other,698000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,650000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,870000,2353.0,4.0,4.0,Terrace House,Kaggle
Skudai,600000,1540.0,3.0,2.0,Terrace House,Kaggle
Skudai,638000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,668000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,580000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1000000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,620000,1540.0,4.0,3.0,Terrace House,Kaggle
Skudai,528000,1540.0,3.0,2.0,Terrace House,Kaggle
Kulai,558000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,728000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,599000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1200000,1540.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle
Other,580000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,630000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,620000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,568000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,1900000,1540.0,5.0,4.0,Bungalow / Detached House,Kaggle
Other,698000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,568000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,618000,1540.0,4.0,4.0,Terrace House,Kaggle
Pasir Gudang,398000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Bukit Indah,718000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Jaya,608000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,438000,1305.0,3.0,2.0,Terrace House,Kaggle
Other,1100000,1540.0,5.0,3.0,Cluster House,Kaggle
Skudai,580000,1540.0,3.0,3.0,Terrace House,Kaggle
Johor Bahru,588000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,895000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,1100000,1540.0,6.0,4.0,Terrace House,Kaggle
Other,500000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,1260000,1540.0,5.0,5.0,Terrace House,Kaggle
Other,650000,1540.0,4.0,4.0,Terrace House,Kaggle
Permas Jaya,890000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,2200000,5095.0,7.0,7.0,Link Bungalow / Semi-Detached,Kaggle
Other,1468000,3824.0,6.0,6.0,Terrace House,Kaggle
Other,450000,1540.0,4.0,3.0,Terrace House,Kaggle
Iskandar Puteri,2350000,3275.0,6.0,6.0,Cluster House,Kaggle
Other,630000,1540.0,4.0,3.0,Terrace House,Kaggle
Bukit Indah,1200000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Other,1000000,1540.0,6.0,7.0,Terrace House,Kaggle
Other,628000,1540.0,4.0,3.0,Cluster House,Kaggle
Other,518000,1540.0,4.0,3.0,Terrace House,Kaggle
Mount Austin,1000000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,1150000,1540.0,4.0,4.0,Cluster House,Kaggle
Other,580000,1540.0,4.0,4.0,Terrace House,Kaggle
Iskandar Puteri,1900000,1540.0,5.0,4.0,Terrace House,Kaggle
Other,648000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,548000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,830000,1540.0,5.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Other,768000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,878000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,318000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,378000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,580000,1540.0,4.0,3.0,Terrace House,Kaggle
Skudai,680000,1540.0,4.0,3.0,Terrace House,Kaggle
Kulai,390000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,495000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,575000,1540.0,3.0,2.0,Terrace House,Kaggle
Johor Bahru,638000,1540.0,3.0,2.0,Terrace House,Kaggle
Mount Austin,345000,892.0,3.0,2.0,Condominium,Kaggle
Skudai,548000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,1550000,1540.0,5.0,4.0,Cluster House,Kaggle
Other,918000,1540.0,4.0,3.0,Cluster House,Kaggle
Kulai,259000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,480000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,472000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,320000,1540.0,2.0,1.0,Low-Cost House,Kaggle
Permas Jaya,2500000,4200.0,4.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,528000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,388000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,388000,1540.0,4.0,3.0,Low-Cost House,Kaggle
Johor Bahru,995000,2500.0,5.0,4.0,Terrace House,Kaggle
Other,858000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,468000,1409.0,4.0,3.0,Terrace House,Kaggle
Other,528000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,999000,1540.0,5.0,4.0,Terrace House,Kaggle
Other,1350000,1540.0,5.0,4.0,Terrace House,Kaggle
Taman Molek,1250000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Bukit Indah,570000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,938000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,625000,1540.0,3.0,2.0,Terrace House,Kaggle
Johor Bahru,900000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,1300000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,1150000,1540.0,6.0,4.0,Bungalow / Detached House,Kaggle
Other,780000,1540.0,4.0,4.0,Terrace House,Kaggle
Johor Bahru,1600000,1540.0,5.0,5.0,Cluster House,Kaggle
Other,700000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1780000,1540.0,6.0,4.0,Bungalow / Detached House,Kaggle
Other,600000,1540.0,4.0,2.0,Terrace House,Kaggle
Bukit Indah,658000,1540.0,4.0,3.0,Terrace House,Kaggle
Skudai,498000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,538000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,870000,1540.0,5.0,4.0,Terrace House,Kaggle
Other,698000,2151.0,4.0,4.0,Terrace House,Kaggle
Other,488000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,2080000,1540.0,5.0,3.0,Bungalow / Detached House,Kaggle
Other,898000,1540.0,4.0,4.0,Terrace House,Kaggle
Johor Bahru,555000,1540.0,3.0,2.0,Terrace House,Kaggle
Pasir Gudang,428000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,368000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,460000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,1600000,1540.0,6.0,5.0,Terrace House,Kaggle
Other,500000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1100000,1540.0,6.0,3.0,Terrace House,Kaggle
Bukit Indah,750000,1540.0,3.0,2.0,Terrace House,Kaggle
Skudai,850000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1680000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Other,293000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,488000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,675000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,650000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,730000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,960000,3200.0,5.0,5.0,Terrace House,Kaggle
Other,1300000,1540.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle
Other,528000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,2980000,6000.0,4.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,1150000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,420000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1290000,4300.0,6.0,4.0,Link Bungalow / Semi-Detached,Kaggle
Other,680000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,558000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,640000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,368000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Iskandar Puteri,1200000,1540.0,5.0,4.0,Cluster House,Kaggle
Other,680000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,1280000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Other,420000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1200000,1540.0,5.0,5.0,Terrace House,Kaggle
Other,798000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,688000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,358000,1540.0,2.0,1.0,Low-Cost House,Kaggle
Other,788000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,580000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,398000,1540.0,2.0,2.0,Low-Cost House,Kaggle
Other,348000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,650000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,355000,1540.0,2.0,2.0,Low-Cost House,Kaggle
Other,688000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,600000,1540.0,3.0,2.0,Terrace House,Kaggle
Pasir Gudang,580000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,478000,1540.0,4.0,3.0,Terrace House,Kaggle
Skudai,418000,1540.0,3.0,3.0,Terrace House,Kaggle
Pasir Gudang,538000,1540.0,4.0,3.0,Terrace House,Kaggle
Mount Austin,2000000,1540.0,5.0,5.0,Bungalow / Detached House,Kaggle
Other,430000,1540.0,3.0,2.0,Terrace House,Kaggle
Johor Bahru,798000,1540.0,4.0,3.0,Terrace House,Kaggle
Pasir Gudang,780000,1540.0,5.0,3.0,Cluster House,Kaggle
Other,398000,1540.0,2.0,1.0,Low-Cost House,Kaggle
Johor Bahru,858000,1540.0,3.0,3.0,Terrace House,Kaggle
Mount Austin,738000,1540.0,4.0,3.0,Terrace House,Kaggle
Bukit Indah,899000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,780000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,870000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,878000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,750000,1540.0,4.0,2.0,Terrace House,Kaggle
Bukit Indah,670000,1540.0,4.0,3.0,Terrace House,Kaggle
Pasir Gudang,358000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,490000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,540000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,890000,1540.0,4.0,4.0,Terrace House,Kaggle
Other,650000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,685000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,465000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,660000,1540.0,3.0,2.0,Link Bungalow / Semi-Detached,Kaggle
Other,799000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,668000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,628000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,488000,1540.0,4.0,3.0,Terrace House,Kaggle
Iskandar Puteri,1600000,1540.0,4.0,5.0,Terrace House,Kaggle
Johor Bahru,750000,1540.0,4.0,3.0,Terrace House,Kaggle
Skudai,638000,1540.0,4.0,3.0,Terrace House,Kaggle
Bukit Indah,740000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,498000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,720000,1540.0,4.0,3.0,Cluster House,Kaggle
Other,328000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,298000,820.0,4.0,2.0,Condominium,Kaggle
Other,538000,1540.0,4.0,3.0,Terrace House,Kaggle
Kulai,695000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Other,548000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,1180000,1540.0,5.0,4.0,Terrace House,Kaggle
Other,520000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,390000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,520000,1540.0,3.0,3.0,Terrace House,Kaggle
Pasir Gudang,618000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,1250000,1540.0,5.0,4.0,Terrace House,Kaggle
Other,515000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,1490000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Bukit Indah,1150000,1540.0,5.0,4.0,Terrace House,Kaggle
Other,1630000,1540.0,6.0,4.0,Cluster House,Kaggle
Other,488000,1540.0,3.0,1.0,Terrace House,Kaggle
Other,650000,1540.0,3.0,2.0,Terrace House,Kaggle
Johor Bahru,680000,1540.0,4.0,3.0,Terrace House,Kaggle
Bukit Indah,880000,1540.0,4.0,4.0,Terrace House,Kaggle
Skudai,698000,1540.0,4.0,2.0,Link Bungalow / Semi-Detached,Kaggle
Other,480000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,500000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,558000,1540.0,5.0,4.0,Low-Cost House,Kaggle
Skudai,788000,1540.0,5.0,4.0,Terrace House,Kaggle
Pasir Gudang,530000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,418000,1540.0,4.0,3.0,Low-Cost House,Kaggle
Other,498000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,455000,1540.0,3.0,1.0,Terrace House,Kaggle
Other,1288000,1540.0,5.0,3.0,Terrace House,Kaggle
Other,465000,1540.0,3.0,2.0,Terrace House,Kaggle
Johor Jaya,530000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,628000,1540.0,4.0,3.0,Terrace House,Kaggle
Mount Austin,1200000,1540.0,5.0,4.0,Cluster House,Kaggle
Skudai,1600000,1540.0,6.0,5.0,Cluster House,Kaggle
Other,408000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,468000,1540.0,4.0,3.0,Terrace House,Kaggle
Taman Molek,1100000,1540.0,5.0,5.0,Terrace House,Kaggle
Other,560000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,660000,1540.0,4.0,3.0,Terrace House,Kaggle
Bukit Indah,1180000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,455000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,480000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,348000,1540.0,2.0,2.0,Low-Cost House,Kaggle
Johor Jaya,388000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,680000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,1150000,1540.0,4.0,3.0,Cluster House,Kaggle
Other,388000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,1300000,1540.0,5.0,4.0,Cluster House,Kaggle
Other,425000,1540.0,3.0,3.0,Terrace House,Kaggle
Other,520000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1090000,1540.0,5.0,5.0,Cluster House,Kaggle
Bukit Indah,730000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,500000,1540.0,4.0,2.0,Terrace House,Kaggle
Other,1060000,1540.0,5.0,4.0,Cluster House,Kaggle
Other,950000,1540.0,4.0,4.0,Terrace House,Kaggle
Pasir Gudang,300000,1540.0,3.0,1.0,Low-Cost House,Kaggle
Other,400000,1540.0,2.0,2.0,Low-Cost House,Kaggle
Other,560000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle
Iskandar Puteri,1850000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,1250000,4000.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle
Other,695000,1540.0,4.0,3.0,Terrace House,Kaggle
Permas Jaya,560000,1540.0,3.0,2.0,Terrace House,Kaggle
Other,1280000,1540.0,5.0,3.0,Cluster House,Kaggle
Johor Bahru,1150000,1540.0,4.0,3.0,Terrace House,Kaggle
Johor Bahru,1850000,1540.0,4.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,1000000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,1900000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle
Other,398000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,680000,1540.0,4.0,2.0,Terrace House,Kaggle
Pasir Gudang,316000,1540.0,3.0,2.0,Low-Cost House,Kaggle
Other,750000,1540.0,4.0,3.0,Terrace House,Kaggle
Other,263000,980.0,3.0,2.0,Terrace House,Kaggle
Other,270000,1540.0,3.0,2.0,Terrace House,Kaggle
